1;20;1
2;61;2
3;29;3
4;13;4
5;43;5
6;4;6
7;67;7
8;75;8
9;14;9
10;58;10
11;4;11
12;6;12
13;15;13
14;32;14
15;38;15
16;56;16
17;79;17
18;59;18
19;6;19
20;61;20
21;19;21
22;23;22
23;69;23
24;9;24
25;16;25
26;61;26
27;60;27
28;20;28
29;64;29
30;36;30
31;73;31
32;72;32
33;35;33
34;37;34
35;31;35
36;29;36
37;33;37
38;16;38
39;22;39
40;27;40
41;11;41
42;37;42
43;59;43
44;32;44
45;58;45
46;29;46
47;37;47
48;73;48
49;9;49
50;16;50
51;60;51
52;65;52
53;33;53
54;46;54
55;12;55
56;64;56
57;19;57
58;49;58
59;36;59
60;23;60
61;54;61
62;18;62
63;31;63
64;58;64
65;28;65
66;28;66
67;19;67
68;15;68
69;17;69
70;35;70
71;70;71
72;43;72
73;54;73
74;26;74
75;50;75
76;1;76
77;14;77
78;71;78
79;79;79
80;80;80
81;28;81
82;59;82
83;6;83
84;15;84
85;25;85
86;10;86
87;35;87
88;41;88
89;39;89
90;15;90
91;64;91
92;21;92
93;77;93
94;44;94
95;46;95
96;15;96
97;14;97
98;70;98
99;5;99
100;47;100
101;41;101
102;4;102
103;58;103
104;59;104
105;24;105
106;3;106
107;26;107
108;15;108
109;49;109
110;60;110
111;46;111
112;47;112
113;12;113
114;54;114
115;28;115
116;14;116
117;46;117
118;67;118
119;29;119
120;36;120
121;50;121
122;56;122
123;34;123
124;25;124
125;65;125
126;58;126
127;76;127
128;72;128
129;59;129
130;70;130
131;47;131
132;44;132
133;38;133
134;74;134
135;48;135
136;69;136
137;64;137
138;69;138
139;66;139
140;35;140
141;59;141
142;19;142
143;62;143
144;52;144
145;15;145
146;1;146
147;25;147
148;76;148
149;43;149
150;43;150
151;46;151
152;17;152
153;20;153
154;75;154
155;39;155
156;31;156
157;3;157
158;38;158
159;30;159
160;32;160
161;52;161
162;6;162
163;26;163
164;36;164
165;34;165
166;55;166
167;70;167
168;26;168
169;19;169
170;53;170
171;39;171
172;58;172
173;52;173
174;22;174
175;16;175
176;21;176
177;17;177
178;56;178
179;52;179
180;18;180
181;9;181
182;39;182
183;26;183
184;29;184
185;63;185
186;41;186
187;58;187
188;11;188
189;7;189
190;78;190
191;19;191
192;41;192
193;1;193
194;19;194
195;73;195
196;49;196
197;37;197
198;37;198
199;61;199
200;12;200
201;37;201
202;6;202
203;70;203
204;30;204
205;17;205
206;24;206
207;16;207
208;6;208
209;61;209
210;35;210
211;40;211
212;72;212
213;73;213
214;41;214
215;22;215
216;21;216
217;39;217
218;50;218
219;70;219
220;71;220
221;13;221
222;48;222
223;68;223
224;57;224
225;5;225
226;6;226
227;58;227
228;57;228
229;6;229
230;72;230
231;11;231
232;56;232
233;64;233
234;79;234
235;22;235
236;9;236
237;65;237
238;11;238
239;73;239
240;57;240
241;62;241
242;30;242
243;21;243
244;52;244
245;69;245
246;72;246
247;29;247
248;43;248
249;54;249
250;44;250
251;62;251
252;6;252
253;76;253
254;29;254
255;42;255
256;50;256
257;9;257
258;7;258
259;22;259
260;19;260
261;77;261
262;79;262
263;45;263
264;30;264
265;28;265
266;62;266
267;78;267
268;78;268
269;52;269
270;75;270
271;7;271
272;28;272
273;56;273
274;30;274
275;41;275
276;54;276
277;25;277
278;15;278
279;32;279
280;23;280
281;37;281
282;78;282
283;72;283
284;43;284
285;79;285
286;32;286
287;3;287
288;51;288
289;37;289
290;10;290
291;9;291
292;57;292
293;63;293
294;31;294
295;60;295
296;10;296
297;33;297
298;33;298
299;50;299
300;34;300
301;53;301
302;25;302
303;75;303
304;27;304
305;50;305
306;71;306
307;51;307
308;19;308
309;47;309
310;46;310
311;4;311
312;30;312
313;66;313
314;67;314
315;37;315
316;64;316
317;40;317
318;27;318
319;63;319
320;55;320
321;30;321
322;33;322
323;8;323
324;14;324
325;19;325
326;38;326
327;33;327
328;37;328
329;40;329
330;43;330
331;56;331
332;77;332
333;33;333
334;4;334
335;60;335
336;80;336
337;63;337
338;34;338
339;40;339
340;11;340
341;17;341
342;14;342
343;45;343
344;29;344
345;58;345
346;69;346
347;43;347
348;51;348
349;71;349
350;65;350
351;27;351
352;45;352
353;18;353
354;79;354
355;60;355
356;51;356
